Title,Locations,Price,Square feet area,Status,Bathrooms
2 BHK Apartment,Sarjapur, 18000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Mantri Premero,Sarjapur Road Wipro To Railway Crossing, 30000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Whitefield, 24000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Electronics City, 23000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Indira Nagar, 75000 ,2000 ,Semi-Furnished,3 bathrooms
4 BHK Apartment in Sansidh Galaxy,Thanisandra, 55000 ,1869 ,Semi-Furnished,4 bathrooms
3 BHK Apartment,Dargajogihalli, 32000 ,1362 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in L And T L&T Raintree Boulevard,Sahakar Nagar, 35000 ,1575 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Hulimavu, 16000 ,250 ,Furnished,1 bathrooms
1 RK Studio Apartment,Hulimavu, 16000 ,250 ,Furnished,1 bathrooms
1 BHK Apartment,Halanayakanahalli, 18800 ,500 ,Furnished,1 bathrooms
1 BHK Apartment,Halanayakanahalli, 18800 ,500 ,Furnished,1 bathrooms
3 BHK Apartment,Balagere, 23000 ,1400 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Vimanapura, 12500 ,500 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Nagavara, 8000 ,300 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Nagavara, 8000 ,300 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Nagavara, 8000 ,300 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,RS Gardens, 7700 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Panduranga Nagar, 16000 ,1000 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Kodathi, 13500 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Kodathi, 10000 ,1100 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Kodathi, 12000 ,1100 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Halanayakanahalli, 20000 ,1000 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Varthur, 11000 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Kadugodi, 7000 ,666 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Chansandra, 7800 ,666 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Bellandur, 25000 ,866 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Mangammanapalya, 22000 ,666 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Sumadhura Shangrilla,Whitefield Hope Farm Junction, 40000 ,1850 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Kaggadasapura, 17000 ,1000 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Kartik Nagar, 20000 ,1220 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Mahadevapura, 16000 ,720 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 18000 ,680 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Kartik Nagar, 18000 ,750 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 18000 ,730 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Kartik Nagar, 17000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 18000 ,610 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 12000 ,650 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,HSR Layout, 13000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Electronic City Phase II, 7502 ,350 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 16000 ,670 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Kartik Nagar, 12000 ,540 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 16000 ,680 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 18000 ,720 ,Semi-Furnished,1 bathrooms
3 BHK Independent Floor,Jnana Ganga Nagar, 25000 ,1500 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,Panduranga Nagar, 14000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Panduranga Nagar, 19000 ,1300 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Electronics City, 8000 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Koramangala, 11000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 11000 ,510 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Koramangala, 15000 ,630 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Koramangala, 10500 ,511 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 11000 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 12500 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Koramangala, 11500 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 10500 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Richmond Town, 43000 ,1400 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Banashankari, 15000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kartik Nagar, 18400 ,1150 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Mahadevapura, 14000 ,680 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Mullur, 8500 ,480 ,Semi-Furnished,1 bathrooms
3 BHK Independent House,Bangalore City Municipal Corporation Layout, 24400 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Agrahara Layout, 15400 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Embassy Lake Terraces,Hebbal, 1.55 L,3662 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Sanjay Nagar, 19000 ,900 ,Semi-Furnished,2 bathrooms
3 BHK Independent House,Bangalore City Municipal Corporation Layout, 22000 ,1350 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,HSR Layout, 33000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,HSR Layout, 32000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Koramangala, 20000 ,750 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Koramangala, 10000 ,550 ,Semi-Furnished,1 bathrooms
2 BHK Villa,Electronics City, 19000 ,1000 ,Semi-Furnished,2 bathrooms
1 BHK Villa,Muneshwara Nagar, 13000 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Villa,Bommanahalli, 19000 ,850 ,Furnished,1 bathrooms
3 BHK Apartment in Phoenix Kessaku,Rajajinagar, 1.8 L,2678 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Mantri Lithos,Thanisandra, 40000 ,2000 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Whitefield, 18000 ,1150 ,Semi-Furnished,1 bathrooms
4 BHK Apartment,Bellandur, 69000 ,3224 ,Semi-Furnished,4 bathrooms
4 BHK Villa,Nandi Hills, 3 L,5000 ,Furnished,5 bathrooms
1 BHK Independent House,Nagondanahalli, 7000 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Whitefield, 13000 ,600 ,Semi-Furnished,1 bathrooms
4 BHK Villa,Jakkur, 2.25 L,5000 ,Furnished,5 bathrooms
2 BHK Independent House,Whitefield, 10000 ,750 ,Semi-Furnished,2 bathrooms
1 BHK Apartment in Brigade Gateway,Rajajinagar, 38000 ,590 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Mantri Lithos,Thanisandra, 40002 ,2000 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,CV Raman Nagar, 15000 ,350 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,CV Raman Nagar, 10000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,CV Raman Nagar, 10000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,CV Raman Nagar, 12000 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Provident Harmony,Jakkur, 24000 ,1288 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in L And T L&T Raintree Boulevard,Sahakar Nagar, 38000 ,1300 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Phoenix Kessaku,Rajajinagar, 2 L,2678 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Phoenix Kessaku,Rajajinagar, 1.8 L,2678 ,Semi-Furnished,3 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.6 L,4856 ,Furnished,5 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.3 L,3880 ,Semi-Furnished,4 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.3 L,3335 ,Furnished,4 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1 L,3210 ,Semi-Furnished,4 bathrooms
3 BHK Apartment in SNN Clermont,Hebbal, 70000 ,2526 ,Unfurnished,3 bathrooms
3 BHK Apartment,Indira Nagar, 1.1 L,2100 ,Furnished,3 bathrooms
3 BHK Apartment,Indira Nagar, 1.3 L,2500 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Ulsoor, 40000 ,1200 ,Furnished,2 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.7 L,5260 ,Furnished,4 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.4 L,4865 ,Semi-Furnished,4 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.3 L,3800 ,Furnished,4 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1 L,3335 ,Semi-Furnished,4 bathrooms
3 BHK Apartment in SNN Clermont,Hebbal, 1.2 L,2620 ,Furnished,3 bathrooms
1 BHK Apartment,BTM Layout, 15000 ,850 ,Furnished,1 bathrooms
3 BHK Apartment,Hennur, 40000 ,1550 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,BTM Layout, 7500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Sadduguntepalya, 21000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Mantri Serenity,Subramanyapura, 38000 ,950 ,Semi-Furnished,2 bathrooms
4 BHK Villa in Ferns Residency,Narayanapura on Hennur Main Road, 1.65 L,6500 ,Furnished,6 bathrooms
4 BHK Apartment in L And T L&T Raintree Boulevard,Sahakar Nagar, 50000 ,1958 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,HSR Layout, 43000 ,1500 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Mantri Serenity,Subramanyapura, 55000 ,2815 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,HSR Layout, 26000 ,1300 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,HSR Layout, 43000 ,1500 ,Semi-Furnished,2 bathrooms
4 BHK Villa in Prestige Tech Vista,Marathahalli, 1.3 L,3200 ,Semi-Furnished,4 bathrooms
3 BHK Apartment in Brigade Gateway,Rajajinagar, 65000 ,1800 ,Furnished,3 bathrooms
3 BHK Villa,Jalahalli West, 26000 ,2418 ,Semi-Furnished,4 bathrooms
3 BHK Apartment in Brigade Gateway,Rajajinagar, 50000 ,1720 ,Semi-Furnished,3 bathrooms
4 BHK Apartment in Prestige Leela Residences,Kodihalli on Old Airport Road, 1.95 L,3040 ,Unfurnished,3 bathrooms
5 BHK Apartment in ETA Beau Monde,Frazer Town, 2.5 L,5096 ,Semi-Furnished,5 bathrooms
1 BHK Apartment,BTM Layout, 11500 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 8500 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Sadduguntepalya, 15000 ,550 ,Furnished,1 bathrooms
1 BHK Apartment,Bennigana Halli, 16000 ,900 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,HSR Layout, 22000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,HSR Layout, 28000 ,1000 ,Unfurnished,2 bathrooms
2 BHK Independent Floor,BTM Layout 2nd Stage, 16000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Banashankari, 16000 ,850 ,Semi-Furnished,1 bathrooms
4 BHK Independent House,RR Nagar, 2 L,6000 ,Semi-Furnished,5 bathrooms
3 BHK Independent House,Gnana bharathi, 30000 ,2200 ,Semi-Furnished,3 bathrooms
4 BHK Independent House,Nagarbhavi, 45000 ,2800 ,Semi-Furnished,4 bathrooms
4 BHK Independent House,Gnana bharathi, 65000 ,5000 ,Semi-Furnished,5 bathrooms
3 BHK Apartment,HSR Layout, 28000 ,1400 ,Furnished,2 bathrooms
1 BHK Independent Floor,Koramangala, 12000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 12500 ,800 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Banaswadi, 15000 ,750 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Banaswadi, 23000 ,1450 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,J. P. Nagar, 16000 ,800 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,J. P. Nagar, 30000 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Kodihalli, 12000 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Indira Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Domlur Layout, 20000 ,1250 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Chikkagubbi Village, 40000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent House,Kaggadasapura, 35000 ,2400 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,CV Raman Nagar, 9000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Harlur, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor in Reliaable Lakedew Residency,Harlur, 20000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Domlur Layout, 18000 ,1000 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Murugeshpalya, 17000 ,611 ,Semi-Furnished,[]
1 BHK Independent Floor,Murugeshpalya, 13000 ,565 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Kalyan Nagar, 45000 ,1900 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Ajmera Stone Park,Electronic City Phase 1, 30000 ,1800 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Jogupalya, 14000 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Attiguppe, 35000 ,2000 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,Bennigana Halli, 12500 ,850 ,Semi-Furnished,1 bathrooms
5 BHK Independent House,Sir M V Nagar, 46000 ,2300 ,Semi-Furnished,4 bathrooms
4 BHK Apartment,hebbal kempapura, 45000 ,2100 ,Semi-Furnished,3 bathrooms
4 BHK Apartment,Hennur, 51000 ,4000 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,Bennigana Halli, 13000 ,850 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Sadduguntepalya, 15300 ,850 ,Furnished,1 bathrooms
1 BHK Apartment,Frazer Town, 15000 ,600 ,Semi-Furnished,1 bathrooms
5 BHK Independent House,Koti Hosahalli, 45000 ,4000 ,Semi-Furnished,5 bathrooms
2 BHK Apartment,Murugeshpalya, 21000 ,1200 ,Semi-Furnished,2 bathrooms
5 BHK Independent House,Armane Nagar, 2.5 L,6000 ,Semi-Furnished,6 bathrooms
1 BHK Apartment,Sadduguntepalya, 18500 ,850 ,Furnished,1 bathrooms
1 BHK Independent House,Brookefield, 16000 ,550 ,Semi-Furnished,[]
1 BHK Independent Floor,Brookefield, 15500 ,600 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Brookefield, 12000 ,220 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Brookefield, 10000 ,200 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Brookefield, 16000 ,500 ,Semi-Furnished,[]
2 BHK Independent House,Brookefield, 23000 ,1300 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Brookefield, 25000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Panduranga Nagar, 12000 ,800 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Panduranga Nagar, 13600 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Brookefield, 25000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,HSR Layout, 22000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,HSR Layout, 28000 ,1000 ,Unfurnished,2 bathrooms
2 BHK Independent Floor,BTM Layout 2nd Stage, 16000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Banashankari, 16000 ,850 ,Semi-Furnished,1 bathrooms
4 BHK Independent House,Bennigana Halli, 42000 ,3000 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Koramangala, 11000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 11000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Choodasandra, 7500 ,470 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,HSR Layout, 20000 ,600 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Kasturi Nagar, 15000 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Vimanapura, 12500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Swaraj Homes Yasho Keerthi Manor,CV Raman Nagar, 20000 ,1250 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Indira Nagar, 55000 ,2000 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Kaggadasapura, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Sobha Habitech,Whitefield Hope Farm Junction, 28000 ,1400 ,Semi-Furnished,2 bathrooms
4 BHK Villa in Vajram Orchid,Doddaballapur, 30000 ,3256 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Alpine Viva,Krishnarajapura, 25000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Hiranandani Glen Classic,Kodigehalli, 35000 ,1440 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Sarjapur, 22000 ,1700 ,Furnished,2 bathrooms
3 BHK Independent Floor,Jayanagar, 35000 ,1500 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,Jayanagar, 35000 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in GM E City Town,Electronic City Phase 1, 17000 ,1070 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 13000 ,550 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Basapura, 17000 ,1800 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Bellandur, 28000 ,1500 ,Furnished,2 bathrooms
1 BHK Independent Floor,BTM Layout, 12000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,BTM Layout, 25000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,BTM Layout, 16000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Jayanagar, 30000 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,BTM Layout, 10000 ,500 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Sobha Onyx,Bellandur, 40000 ,2178 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Mana Carnations,Bellandur, 35000 ,2100 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Electronics City, 22000 ,1800 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in DLF Maiden Heights at My Town,Jigani, 14000 ,1430 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Bommanahalli, 17000 ,1430 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Provident Sunworth,Kumbalgodu, 19000 ,1350 ,Furnished,2 bathrooms
2 BHK Apartment in DLF Maiden Heights at My Town,Jigani, 14000 ,1450 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Krishnarajapura, 30000 ,1890 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Sreevaru Srivasines,Electronic City Phase 1, 11000 ,1000 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Munnekollal, 14010 ,550 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Provident Sunworth,Kumbalgodu, 21000 ,1450 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Provident Sunworth,Kumbalgodu, 17000 ,1380 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in DLF Maiden Heights at My Town,Jigani, 14000 ,1360 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Mahaveer Maple,Brookefield, 26000 ,1225 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in CMRS Sunny Dew,Mahadevapura, 18000 ,1250 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in CMRS Sunny Dew,Mahadevapura, 22000 ,1650 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Provident Sunworth,Kumbalgodu, 12000 ,1350 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Provident Sunworth,Kumbalgodu, 20000 ,1380 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Sanjay Nagar, 25000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Mahadevapura, 17001 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 22000 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,Neeladri Nagar Bengaluru, 11000 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Singasandra, 23000 ,800 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Singasandra, 18000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Singasandra, 18000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Singasandra, 18000 ,500 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Singasandra, 15000 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Singasandra, 15000 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Singasandra, 15000 ,400 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Project,Nagappa Reddy Layout Main Road, 50000 ,1170 ,Unfurnished,3 bathrooms
1 BHK Apartment,Kudlu, 8950 ,400 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Kodichikkenahalli, 13500 ,700 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Konanakunte, 22000 ,1050 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Konanakunte, 22000 ,1050 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Garudachar Palya Mahadevapura, 13500 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Garudachar Palya Mahadevapura, 13500 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Garudachar Palya Mahadevapura, 13500 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Garudachar Palya Mahadevapura, 13500 ,450 ,Semi-Furnished,1 bathrooms
4 BHK Apartment,Singasandra, 40000 ,2545 ,Semi-Furnished,5 bathrooms
1 BHK Independent House,Channasandra, 15000 ,550 ,Semi-Furnished,1 bathrooms
4 BHK Apartment,SARJAPURA ROAD, 72000 ,4500 ,Semi-Furnished,5 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 11500 ,500 ,Furnished,1 bathrooms
1 BHK Independent House,SARJAPURA ROAD, 11500 ,500 ,Furnished,1 bathrooms
1 BHK Apartment,Maithri Layout Kadugodi, 10430 ,1000 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Neeladri Nagar Bengaluru, 9000 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,hunnur, 16000 ,750 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Somasundarapalya, 13150 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Hosapalaya Garvebhavi Palya, 9979 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Somasundarapalya, 12000 ,550 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,gubbalala, 25000 ,1754 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Rachenahalli, 21800 ,1200 ,Semi-Furnished,3 bathrooms
1 BHK Independent House,Hulimavu, 10800 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Hulimavu, 10800 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Kadugodi, 19200 ,550 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Hulimavu, 15500 ,800 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Suddaguntepalya, 13050 ,1000 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Suddaguntepalya, 7584 ,200 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Sadduguntepalya, 11000 ,700 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Sadduguntepalya, 7000 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Sadduguntepalya, 16000 ,750 ,Furnished,1 bathrooms
3 BHK Apartment,Richmond Town, 63000 ,2250 ,Furnished,3 bathrooms
3 BHK Apartment,Ulsoor, 1.05 L,2400 ,Semi-Furnished,4 bathrooms
3 BHK Apartment,Shanti Nagar, 68000 ,2500 ,Semi-Furnished,3 bathrooms
4 BHK Villa,Richmond Town, 1.2 L,2500 ,Semi-Furnished,4 bathrooms
2 BHK Apartment,Ashok Nagar, 55000 ,1550 ,Furnished,2 bathrooms
3 BHK Apartment in Swaraj Homes Sunny Galena,Indira Nagar, 75000 ,2300 ,Furnished,3 bathrooms
3 BHK Apartment,Ashok Nagar, 1 L,2500 ,Semi-Furnished,3 bathrooms
4 BHK Apartment,Richmond Town, 82000 ,2500 ,Furnished,4 bathrooms
3 BHK Apartment in Excel Nydus,Richmond Town, 1.6 L,2400 ,Furnished,4 bathrooms
3 BHK Apartment,Ashok Nagar, 85000 ,2500 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Richmond Town, 1.2 L,2150 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Jogupalya, 30000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Patel Smondoville,Electronic City Phase 1, 22000 ,940 ,Furnished,2 bathrooms
2 BHK Apartment in Prestige Norwood at Sunrise Park,Electronic City Phase 1, 40000 ,1200 ,Furnished,2 bathrooms
