Title,Locations,Price,Square feet area,Status,Bathrooms
1 BHK Independent Floor in Prestige St Johns Woods,Koramangala, 8000 ,400 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in MJR Pearl,Kadugodi, 21000 ,1165 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Kamala Nagar, 25000 ,2000 ,Semi-Furnished,4 bathrooms
2 BHK Apartment,Battarahalli, 16000 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Munnekollal, 8500 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Somasundara Palya, 6000 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Banashankari, 14000 ,650 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,HSR Layout, 17500 ,750 ,Unfurnished,1 bathrooms
2 BHK Independent Floor in Sree SV Pristina,JP Nagar Phase 7, 12000 ,1000 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Indira Nagar, 33000 ,1300 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in BM Harvest,Sarjapur, 16500 ,1327 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Hiranandani Cypress,Devanahalli, 35000 ,2400 ,Furnished,3 bathrooms
2 BHK Independent Floor,TC Palya Main, 10000 ,950 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Dhathri Elite,RR Nagar, 13000 ,1050 ,Furnished,2 bathrooms
2 BHK Apartment,Richmond Town, 25000 ,750 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Valmark Abodh,Nagawara, 26000 ,1340 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Indira Nagar, 23000 ,1100 ,Unfurnished,1 bathrooms
1 BHK Independent House,Sunkadakatte, 4800 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Banaswadi, 13000 ,600 ,Semi-Furnished,1 bathrooms
4 BHK Apartment in Aratt Royal Citadel,Begur, 24500 ,2400 ,Semi-Furnished,4 bathrooms
2 BHK Apartment in Kiran and Kashi Kaushal Regency,Rajajinagar, 22000 ,1000 ,Furnished,2 bathrooms
2 BHK Apartment in Reputed Builder Nakshatra Apartments,Banaswadi, 21000 ,1400 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Doddakannalli, 8500 ,500 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Aratt Divya Jyothi Lake Point Tower,Begur, 22000 ,1634 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in MJR Platina,Begur, 23000 ,1030 ,Furnished,2 bathrooms
3 BHK Apartment in Kristal Olivine,Bellandur, 32000 ,1353 ,Semi-Furnished,2 bathrooms
2 BHK Villa,J. P. Nagar, 14000 ,1320 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Chikkalasandra, 6500 ,200 ,Furnished,1 bathrooms
1 BHK Independent Floor,Kudlu, 7000 ,500 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Shirdi Sai Sannidhi,Yelahanka, 17500 ,1429 ,Furnished,2 bathrooms
1 RK Studio Apartment,Mathikere, 5500 ,450 ,Unfurnished,1 bathrooms
2 BHK Independent House,Sadduguntepalya, 17500 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Hoodi, 8000 ,750 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in ADI North Lake,Jakkur, 23000 ,1485 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in DSR Green Field,Varthur, 27000 ,1495 ,Furnished,3 bathrooms
2 BHK Apartment in Vista Innovation,Bommanahalli, 12000 ,880 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Kengeri, 8000 ,550 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Eric Mansion,BEML Layout, 21000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,hongasandra bangalore, 13500 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Independent House in Swaraj Homes ANS Blossom,Brookefield, 8000 ,1400 ,Unfurnished,1 bathrooms
1 RK Studio Apartment,Shanti Nagar, 8000 ,400 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Somasundara Palya, 13500 ,980 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Bilekahalli, 6000 ,150 ,Unfurnished,1 bathrooms
2 BHK Apartment in Prestige Lakeside Habitat,Varthur, 30000 ,1216 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Thanisandra, 20000 ,1040 ,Furnished,2 bathrooms
2 BHK Apartment,J. P. Nagar, 14000 ,1320 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Vivek Nagar, 24000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Roma Pebble Creek,Brookefield, 8000 ,1400 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Banashankari, 7500 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Dooravani Nagar, 9500 ,800 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in KBG Kempu Honnu,Uttarahalli, 14000 ,900 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,HBR Layout, 13000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Ejipura, 23000 ,897 ,Semi-Furnished,2 bathrooms
4 BHK Independent House,Attibele, 18000 ,1300 ,Unfurnished,[]
2 BHK Independent House,Banashankari, 28000 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Chikka Adugodi Suddagunte Palya, 13000 ,650 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Whitefield, 8750 ,1200 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor in Shridi Sail Layout Near KR Puram RTO Office,KR Puram Bhattarahalli, 16000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in DS Max Metro Eleganzaa,Mahadevapura, 21000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in AR Shiva Sai Enclave,Hennur, 18000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Aristo Chaitanya Residency,Murugesh Palya, 20000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Apartment in Aristo Chaitanya Residency,Murugesh Palya, 10000 ,460 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Whitefield, 7000 ,300 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,HSR Layout, 18000 ,750 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Trendsquares Ortus Phase I,Amrutahalli, 25000 ,1412 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Celebrity Srivaru,Electronic City Phase 1, 18000 ,1200 ,Furnished,2 bathrooms
1 BHK Independent House,Electronics City, 5500 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Jayanagar, 9500 ,813 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Thavarekere, 7000 ,150 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Kengeri, 4500 ,400 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Brigade Metropolis,Mahadevapura, 30000 ,1630 ,Semi-Furnished,2 bathrooms
2 BHK Independent House in Karna Mathrusree Silver Arcade,Ramamurthy Nagar, 8000 ,550 ,Unfurnished,2 bathrooms
2 BHK Independent Floor,Malleswaram, 15000 ,850 ,Semi-Furnished,2 bathrooms
3 BHK Independent House,HSR Layout, 35000 ,1700 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,Vidyaranyapura, 4000 ,400 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Koramangala, 22000 ,1200 ,Furnished,2 bathrooms
2 BHK Independent Floor,Kasturi Nagar, 15000 ,900 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Kasturi Nagar, 23000 ,1200 ,Semi-Furnished,2 bathrooms
6 BHK Independent House,Banashankari, 30000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,BTM Layout, 5500 ,1000 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Mahadevapura, 10000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,HSR Layout, 17500 ,750 ,Unfurnished,1 bathrooms
2 BHK Independent Floor in Sree SV Pristina,JP Nagar Phase 7, 12000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Purnima Purnima Elite,Kammasandraa, 12000 ,995 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Bommanahalli, 15000 ,1100 ,Furnished,2 bathrooms
3 BHK Apartment,Koramangala, 30000 ,1526 ,Semi-Furnished,3 bathrooms
5 BHK Independent Floor,Jayanagar, 2.5 L,5000 ,Unfurnished,4 bathrooms
2 BHK Apartment in Victory Harmony,Hebbal, 20000 ,1166 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Vasanth Nagar, 20000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in SV Legacy,Whitefield Hope Farm Junction, 24000 ,1128 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Inner Urban Eco Space,Sarjapur, 15000 ,1399 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Sri Charitha Green Woods,Marathahalli, 18000 ,1235 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Basavanagudi, 7500 ,290 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Varanasi, 15000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,CV Raman Nagar, 11000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Sowmya Shailam,ITPL, 20000 ,1200 ,Unfurnished,2 bathrooms
3 BHK Apartment in Jain Altura,Sarjapur Road Till Wipro, 31000 ,1435 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Sowmya Shailam 4th A Cross Rd 4th Block Ayyappa Nagar,Hoodi, 20000 ,1200 ,Unfurnished,2 bathrooms
2 BHK Independent Floor,Bommanahalli, 10000 ,980 ,Semi-Furnished,2 bathrooms
1 BHK Villa,Kaggadasapura, 8000 ,400 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Banashankari, 20000 ,2000 ,Furnished,2 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Horamavu, 14000 ,1200 ,Semi-Furnished,[]
2 BHK Independent Floor,Horamavu, 17000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Malleswaram, 11000 ,450 ,Unfurnished,1 bathrooms
1 BHK Independent Floor,Banashankari, 10000 ,900 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Electronics City, 11000 ,650 ,Semi-Furnished,1 bathrooms
5 BHK Apartment in Home Space O2,Brookefield, 1 L,1500 ,Unfurnished,4 bathrooms
1 BHK Independent Floor,Dodda Banaswadi, 7000 ,375 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Swaraj Homes Priyanka Homes,Vibhutipura, 15500 ,985 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 10000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Whitefield, 13500 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Krishnarajapura, 6700 ,1200 ,Semi-Furnished,1 bathrooms
2 BHK Independent House in Vakil Townscape,Jigani, 12000 ,1000 ,Furnished,2 bathrooms
5 BHK Independent House,Sir M V Nagar, 80000 ,3500 ,Semi-Furnished,5 bathrooms
2 BHK Apartment,Anekal City, 7500 ,695 ,Unfurnished,[]
2 BHK Independent House,Yeshwantpur, 15000 ,1000 ,Unfurnished,1 bathrooms
1 BHK Independent House,Lingarajapuram, 6000 ,1000 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Viswas Bharathi,Yeshwantpur, 21000 ,1400 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Vijayanagar, 13000 ,900 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Choodasandra, 15650 ,1100 ,Furnished,2 bathrooms
3 BHK Apartment in Trendsquares Ortus Phase I,Amrutahalli, 30000 ,1412 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Yelahanka New Town, 5500 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Attur Layout, 5500 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Aakarshan Athena,Begur, 14000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Bellandur, 18000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Bellandur, 12000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Bellandur, 24000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Bellandur, 18000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Bellandur, 24000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Bellandur, 12000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Krishnarajapura, 10000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Munnekollal, 11000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Swaraj Homes Priyanka Homes,Vibhutipura, 15500 ,985 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 10000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Whitefield, 13500 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Krishnarajapura, 6700 ,1200 ,Semi-Furnished,1 bathrooms
2 BHK Independent House in Vakil Townscape,Jigani, 12000 ,1000 ,Furnished,2 bathrooms
5 BHK Independent House,Sir M V Nagar, 80000 ,3500 ,Semi-Furnished,5 bathrooms
2 BHK Apartment,Anekal City, 7500 ,695 ,Unfurnished,[]
2 BHK Independent House,Yeshwantpur, 15000 ,1000 ,Unfurnished,1 bathrooms
1 BHK Independent House,Lingarajapuram, 6000 ,1000 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Viswas Bharathi,Yeshwantpur, 21000 ,1400 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Vijayanagar, 13000 ,900 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Choodasandra, 15650 ,1100 ,Furnished,2 bathrooms
3 BHK Apartment in Trendsquares Ortus Phase I,Amrutahalli, 30000 ,1412 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Yelahanka New Town, 5500 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Attur Layout, 5500 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Horamavu, 17500 ,1300 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Adugodi, 9000 ,400 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Sir M V Nagar, 16000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Ejipura, 10000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Banaswadi, 22500 ,1000 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Innovative Aspen Woods,Hulimavu, 20000 ,1085 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Unique Eastern Breeze,Mahadevapura, 21000 ,1033 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Malleswaram, 20000 ,800 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 8000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Anchepalya Tumkur Road, 12000 ,840 ,Furnished,2 bathrooms
2 BHK Apartment in Swaraj Homes Pranaya Apartment,Malleswaram, 22000 ,750 ,Unfurnished,2 bathrooms
1 BHK Independent Floor,Kaggadasapura, 12000 ,750 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,RR Nagar, 8500 ,300 ,Semi-Furnished,1 bathrooms
1 BHK Apartment in SLS Splendor,Bellandur, 19000 ,900 ,Unfurnished,[]
2 BHK Apartment in Reputed Builder R and S Riviera Apartment,Thanisandra, 25000 ,1449 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kalyan Nagar, 25000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Doddabommasandra, 14000 ,1200 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment in Nilay Begur Heights,Begur, 15500 ,650 ,Unfurnished,1 bathrooms
2 BHK Apartment in Lakshmi Paradise Amruthahalli,Amruthahalli, 15500 ,1050 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Jayanagar, 13000 ,1200 ,Furnished,2 bathrooms
2 BHK Apartment,Indira Nagar, 28000 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Apartment in Sapthagiri Nivas,JP Nagar Phase 6, 15000 ,650 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Total Environment Life is Beautiful,Jayanagar, 20000 ,2000 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Rajajinagar, 7500 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Rayasandra, 6000 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,J. P. Nagar, 6000 ,425 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in MJR Pearl,Kadugodi, 21000 ,1165 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in ChandraKantha GCA Rainbow,Chandapura, 12200 ,1000 ,Unfurnished,2 bathrooms
2 BHK Independent House,Arakere, 12000 ,600 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,J. P. Nagar, 25000 ,1600 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in chandamama Residency,Kaggadasapura, 18500 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Suvastu Kings Square,Kasavanahalli, 20000 ,1360 ,Semi-Furnished,2 bathrooms
3 BHK Independent House,Horamavu, 40000 ,3000 ,Unfurnished,4 bathrooms
2 BHK Independent Floor,R.K. Hegde Nagar, 10500 ,750 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Sri Dwaraka Trinity Residency,Krishnarajapura, 15000 ,1156 ,Unfurnished,2 bathrooms
2 BHK Apartment in NCC Nagarjuna Serene,Marathahalli, 27000 ,1400 ,Furnished,2 bathrooms
3 BHK Independent House,Benson Town, 18000 ,1100 ,Semi-Furnished,1 bathrooms
1 BHK Apartment in Happy Nest,Akshayanagar, 15000 ,1000 ,Furnished,1 bathrooms
2 BHK Apartment in D S Karishma Hills,Talaghattapura, 15000 ,852 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Bhartiya Nikoo Homes 2,Kannur on Thanisandra Main Road, 13100 ,1100 ,Furnished,2 bathrooms
1 BHK Independent Floor,Brookefield, 14500 ,850 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Brookefield, 13000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Mahaveer Tuscan,ITPL, 14000 ,1000 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Definer Kingdom,Budigere Cross, 28000 ,1400 ,Furnished,3 bathrooms
2 BHK Independent Floor,HSR Layout, 25000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Kasturi Nagar, 10000 ,600 ,Furnished,1 bathrooms
3 BHK Independent House,Amruthahalli, 30000 ,3000 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Mahaveer Tuscan,ITPL, 14000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in DS Max Seasons,Jeevan Bima Nagar, 22000 ,1075 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Vijayanagar, 11500 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Banaswadi, 22000 ,1450 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Ramamurthy Nagar, 12000 ,800 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Ullal Uppanagar, 13000 ,1200 ,Furnished,3 bathrooms
2 BHK Apartment in Shashwath Serenity,Ramamurthy Nagar, 16000 ,1150 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Harlur, 35000 ,1418 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Electronics City, 13000 ,750 ,Furnished,1 bathrooms
1 BHK Independent Floor in Reputed Builder The HSR Club residency,HSR Layout, 10000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor in Reputed Builder The HSR Club residency,HSR Layout, 11000 ,650 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Candeur Rise,Varthur, 19000 ,1285 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Indira Nagar, 10000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Divya Sree Republic Of Whitefield,Brookefield, 33000 ,1047 ,Furnished,2 bathrooms
1 BHK Independent House,Prakruthi Township, 8000 ,750 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Sir M V Nagar, 7000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Ganganagar, 13000 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Kithaganur Colony, 10000 ,750 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Panathur, 15000 ,1150 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Sidedahalli, 6000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Ittina Neela,Electronic City Phase 2, 7500 ,650 ,Semi-Furnished,1 bathrooms
5 BHK Apartment in Home Space O2,Brookefield, 1 L,1500 ,Unfurnished,4 bathrooms
1 BHK Independent Floor,Dodda Banaswadi, 7000 ,375 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Nobel Residency, 9000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Malleshpalya Maruthi Nagar, 17000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Saroj Enclave,Hennur, 15000 ,1280 ,Semi-Furnished,2 bathrooms
3 BHK Villa,Sanjay Nagar, 70000 ,2400 ,Furnished,3 bathrooms
2 BHK Apartment,Hennur, 22000 ,993 ,Furnished,1 bathrooms
2 BHK Apartment in Swaraj Homes Sanjana Monarch,Begur, 19500 ,1350 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,HSR Layout, 13000 ,650 ,Semi-Furnished,[]
2 BHK Independent Floor,Dwarka Nagar, 12000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Dwarka Nagar, 12000 ,3000 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,RT Nager, 13500 ,600 ,Unfurnished,1 bathrooms
2 BHK Apartment in Koncept Nest,Banashankari, 17500 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Horamavu, 16000 ,1250 ,Furnished,2 bathrooms
2 BHK Apartment in L And T L&T Raintree Boulevard,Sahakar Nagar, 30000 ,1350 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Prestige Song Of The South,Begur, 26000 ,1227 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,byatarayanapura, 15000 ,850 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,HSR Layout, 10000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,HSR Layout, 10000 ,500 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Balaji Eternal Bliss,Whitefield Hope Farm Junction, 28000 ,1676 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Bommanahalli, 8500 ,550 ,Unfurnished,2 bathrooms
1 RK Studio Apartment in Reliaable Silver Oak,HSR Layout, 9000 ,600 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment in Reliaable Silver Oak,HSR Layout, 9000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in DSR Green Vista,Whitefield Hope Farm Junction, 22000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Swaraj Homes Andrabi Classique,Horamavu, 18000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Jayanagar, 17000 ,950 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Kartik Nagar, 15000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 15000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 15000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 15000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 15000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 15000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Ramamurthy Nagar, 15000 ,1300 ,Unfurnished,2 bathrooms
1 BHK Independent House,Raghavendra Extension, 7000 ,600 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment in Home Town The Address,Bellandur, 5000 ,200 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Hulimavu, 8500 ,1500 ,Semi-Furnished,1 bathrooms
